0,0,1.0,1373155200
0,1,2.0,1390262400
0,2,5.0,1392163200
0,3,1.0,1392163200
0,4,1.0,1392163200
0,5,5.0,1394323200
0,6,5.0,1395532800
0,7,5.0,1395532800
0,8,1.0,1395532800
1,14,5.0,1369008000
1,15,5.0,1384819200
1,16,5.0,1384819200
1,17,4.0,1384819200
1,18,5.0,1384905600
1,19,5.0,1384905600
1,20,5.0,1384905600
2,24,5.0,1354665600
2,25,4.0,1354665600
2,26,4.0,1359676800
2,27,3.0,1359676800
2,28,4.0,1362355200
2,29,5.0,1362355200
2,30,4.0,1366329600
2,31,3.0,1366329600
2,32,5.0,1371686400
2,33,3.0,1371686400
2,34,2.0,1373328000
2,35,4.0,1374883200
2,36,4.0,1376265600
3,43,1.0,1327881600
3,44,1.0,1370736000
3,45,5.0,1385078400
3,46,2.0,1385078400
3,47,4.0,1386374400
3,48,5.0,1387670400
3,49,2.0,1387670400
3,50,5.0,1389312000
3,51,5.0,1389657600
4,57,3.0,1389830400
4,58,5.0,1389830400
4,59,5.0,1389830400
4,60,4.0,1389830400
4,61,4.0,1389830400
4,62,5.0,1389830400
4,63,3.0,1389830400
4,64,5.0,1390867200
4,65,5.0,1390867200
4,66,4.0,1390867200
4,17,5.0,1390867200
4,67,2.0,1390867200
4,68,5.0,1391990400
5,75,4.0,1350864000
5,76,5.0,1357430400
5,77,5.0,1362614400
5,78,5.0,1364083200
5,79,5.0,1365465600
5,80,4.0,1368144000
5,81,5.0,1368144000
5,82,5.0,1370649600
5,83,3.0,1373328000
5,84,5.0,1379808000
5,85,4.0,1381104000
5,86,4.0,1381104000
5,87,5.0,1381104000
5,88,5.0,1383696000
5,89,5.0,1388793600
5,90,5.0,1389484800
5,91,3.0,1390953600
6,99,4.0,1330992000
6,100,4.0,1352764800
6,101,5.0,1352764800
6,102,5.0,1373846400
6,103,4.0,1374019200
6,104,3.0,1374019200
6,105,4.0,1392854400
6,106,5.0,1395014400
6,107,4.0,1395100800
6,108,4.0,1395100800
6,109,4.0,1395100800
7,115,5.0,1343692800
7,116,5.0,1349136000
7,117,5.0,1350950400
7,118,5.0,1351728000
7,119,2.0,1352246400
7,120,5.0,1352678400
7,121,5.0,1352678400
7,122,5.0,1352851200
7,123,4.0,1353110400
7,124,5.0,1358899200
7,125,5.0,1362355200
7,126,5.0,1362355200
7,127,4.0,1363046400
7,128,5.0,1363132800
8,135,5.0,1257292800
8,136,4.0,1298073600
8,137,3.0,1299974400
8,138,5.0,1332806400
8,139,5.0,1337385600
8,140,5.0,1345507200
8,141,1.0,1373414400
9,145,5.0,1383177600
9,146,5.0,1385596800
9,147,5.0,1388620800
9,148,5.0,1389916800
9,149,5.0,1389916800
9,150,5.0,1389916800
9,151,5.0,1391299200
9,152,5.0,1391299200
9,153,5.0,1392681600
10,159,5.0,1325548800
10,160,4.0,1335139200
10,116,4.0,1335139200
10,161,4.0,1355443200
10,162,4.0,1372550400
10,163,5.0,1376524800
10,164,5.0,1378857600
10,165,5.0,1379548800
10,166,4.0,1385164800
10,167,4.0,1385683200
10,168,5.0,1390521600
10,169,4.0,1392681600
10,170,2.0,1392940800
10,171,3.0,1393545600
11,178,5.0,1343865600
11,179,4.0,1354492800
11,180,5.0,1355702400
11,181,5.0,1355702400
11,182,5.0,1355875200
11,183,5.0,1355875200
11,184,5.0,1355875200
11,185,5.0,1356652800
11,186,4.0,1356652800
12,192,5.0,1394323200
12,193,5.0,1404691200
12,194,1.0,1404691200
12,24,5.0,1404691200
12,106,5.0,1404691200
12,195,5.0,1404691200
12,196,2.0,1404691200
13,110,5.0,1362441600
13,199,4.0,1378771200
13,200,5.0,1384646400
13,201,5.0,1384646400
13,202,5.0,1387324800
13,203,5.0,1387324800
13,204,5.0,1388534400
14,208,5.0,1306972800
14,209,1.0,1313280000
14,210,1.0,1339200000
14,211,1.0,1341878400
14,212,1.0,1344729600
14,213,4.0,1356652800
14,214,4.0,1379376000
14,215,3.0,1380499200
14,111,5.0,1380499200
14,216,3.0,1380499200
14,217,5.0,1384992000
14,218,4.0,1384992000
14,219,5.0,1384992000
14,220,2.0,1388880000
14,221,3.0,1388966400
14,222,5.0,1388966400
14,223,5.0,1388966400
15,231,4.0,1369526400
15,232,4.0,1370649600
15,233,4.0,1371945600
15,234,4.0,1373328000
15,235,5.0,1379030400
15,236,4.0,1379030400
15,237,2.0,1382400000
16,242,5.0,1399939200
